"","X","Player","Age","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X.","OWS","DWS","WS","WS.48","X..1","OBPM","DBPM","BPM","VORP","Tm","fix"
"144",202,"Kelly Olynyk",30,40,764,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2,2.2,15.1,21.5,NA,0.8,0.8,1.6,0.104,NA,0.5,1,1.6,0.7,"DET","kellyolynyk"
"145",203,"Rodney McGruder",30,51,754,11.6,0.577,0.649,0.116,4.2,12.1,8,9.6,1.4,0.8,9.2,14.8,NA,0.7,0.4,1.2,0.075,NA,-0.7,-0.7,-1.4,0.1,"DET","rodneymcgruder"
"146",205,"Saben Lee",22,37,604,13.8,0.499,0.339,0.401,3.1,13,7.8,26.2,2.9,1.8,14.7,17.3,NA,0.3,0.7,0.9,0.073,NA,-1.9,1.5,-0.4,0.2,"DET","sabenlee"
"147",207,"Luka Garza",23,32,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,NA,0.5,0.2,0.8,0.093,NA,-0.5,-2,-2.5,-0.1,"DET","lukagarza"
"148",208,"Isaiah Livers",23,19,383,11.1,0.629,0.711,0.156,4,12.5,8,8,1.7,1.6,13.5,12.4,NA,0.4,0.3,0.7,0.085,NA,-1.3,-0.2,-1.5,0,"DET","isaiahlivers"
"149",210,"Jamorko Pickett",24,13,176,7.6,0.491,0.78,0.04,3.5,16.8,9.8,5.8,0,3.6,8.9,13.6,NA,0,0.1,0.1,0.015,NA,-2.8,-2.1,-5,-0.1,"DET","jamorkopickett"
"150",211,"Cassius Stanley",22,9,155,8,0.516,0.37,0.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,NA,0,0.1,0.1,0.021,NA,-4.9,-1,-5.8,-0.2,"DET","cassiusstanley"
"151",212,"Derrick Walton",26,3,108,5.9,0.342,0.5,0.154,1.9,8.4,5,26.4,3.2,3.3,28.4,15.4,NA,-0.3,0.1,-0.2,-0.071,NA,-5.3,1,-4.3,-0.1,"DET","derrickwalton"
"152",214,"Carsen Edwards",23,4,79,5.5,0.378,0.533,0.033,2.6,5.8,4.1,26.2,1.2,0,14.1,19.2,NA,-0.1,0,-0.1,-0.075,NA,-6,-3.4,-9.3,-0.1,"DET","carsenedwards"
"153",215,"Micah Potter",23,3,31,13.6,0.505,0.182,0.182,13.3,18.4,15.7,0,1.6,2.9,7.8,17.8,NA,0,0,0,0.073,NA,-4,-3,-7.1,0,"DET","micahpotter"
"154",216,"Cheick Diallo",25,3,31,12.3,0.517,0,0.75,13.3,29.4,20.9,0,1.6,0,8.6,16.1,NA,0,0,0.1,0.108,NA,-4.2,-3.3,-7.5,0,"DET","cheickdiallo"
"155",217,"Deividas Sirvydis",21,3,27,0.1,0.15,0.7,0,0,25.3,12,4.9,5.4,3.3,0,15.9,NA,-0.1,0.1,-0.1,-0.139,NA,-10.8,2.2,-8.7,0,"DET","deividassirvydis"
"156",218,"Trayvon Palmer",27,1,17,-5.7,0,0,0,0,13.4,6.4,0,0,0,50,5,NA,-0.1,0,0,-0.133,NA,-13.1,-1.8,-15,-0.1,"DET","trayvonpalmer"
"157",219,"Jaysean Paige",27,1,7,-22.2,0,0.667,0,0,16.3,7.7,18.1,0,0,25,24.5,NA,-0.1,0,-0.1,-0.574,NA,-25,-6.5,-31.5,0,"DET","jayseanpaige"
"158",220,"Andrew Wiggins",26,73,2329,15,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9,23.1,NA,1.8,3.4,5.1,0.105,NA,0.3,0.1,0.4,1.4,"GSW","andrewwiggins"
"159",221,"Jordan Poole",22,76,2283,16.1,0.598,0.548,0.251,1.7,10.5,6.2,21,1.3,1,13.7,26,NA,3.1,2.9,6,0.126,NA,1.3,-0.3,1,1.7,"GSW","jordanpoole"
"160",222,"Stephen Curry",33,64,2211,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1,13.2,30.8,NA,4.6,3.4,8,0.173,NA,5.4,0.4,5.8,4.4,"GSW","stephencurry"
"161",223,"Kevon Looney",25,82,1732,15.7,0.586,0.003,0.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,NA,3.5,3.2,6.8,0.187,NA,-0.9,1.7,0.9,1.3,"GSW","kevonlooney"
"162",224,"Otto Porter Jr.",28,63,1396,15.9,0.581,0.519,0.147,6.9,21,14.2,9.6,2.4,2,7.7,15,NA,2.2,2.7,4.9,0.168,NA,1,2.1,3.1,1.8,"GSW","ottoporterjr"
"163",225,"Draymond Green",31,46,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,NA,0.8,2.8,3.6,0.131,NA,-1.4,4.6,3.2,1.8,"GSW","draymondgreen"
"164",226,"Damion Lee",29,63,1256,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,NA,0.9,1.8,2.7,0.102,NA,-2.4,0.4,-2,0,"GSW","damionlee"
"165",227,"Gary Payton II",29,71,1247,17.8,0.679,0.349,0.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,NA,2.5,2.6,5.2,0.199,NA,0.3,3.4,3.7,1.8,"GSW","garypaytonii"
"166",228,"Jonathan Kuminga",19,70,1185,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,NA,1.3,1.8,3,0.123,NA,-1.3,-0.2,-1.5,0.1,"GSW","jonathankuminga"
"167",229,"Nemanja Bjelica",33,71,1142,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,NA,1,2.1,3,0.128,NA,-0.9,2.3,1.4,1,"GSW","nemanjabjelica"
"168",230,"Juan Toscano-Anderson",28,73,994,11,0.561,0.37,0.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,NA,0.3,1.8,2,0.098,NA,-3.3,2.4,-0.8,0.3,"GSW","juantoscanoanderson"
"169",231,"Klay Thompson",31,32,941,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,NA,0.6,1.2,1.8,0.091,NA,2.6,-1.6,1.1,0.7,"GSW","klaythompson"
"170",232,"Moses Moody",19,52,607,10.5,0.573,0.601,0.197,3.2,11,7.2,5.3,0.6,1.6,6.1,15.2,NA,0.6,0.7,1.3,0.101,NA,-1.4,-1.1,-2.5,-0.1,"GSW","mosesmoody"
"171",233,"Andre Iguodala",38,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,NA,0.5,1.1,1.6,0.125,NA,-0.9,3.7,2.7,0.7,"GSW","andreiguodala"
"172",234,"Chris Chiozza",26,34,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0,28,13.4,NA,-0.5,0.5,0,-0.004,NA,-5.7,-0.2,-6,-0.4,"GSW","chrischiozza"
"173",235,"Quinndary Weatherspoon",25,11,73,12,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,NA,0.1,0.1,0.2,0.148,NA,-4.5,0.1,-4.4,0,"GSW","quinndaryweatherspoon"
"174",237,"Jalen Green",19,67,2138,12.5,0.547,0.48,0.247,1.7,10,5.8,13.1,1,0.8,11.3,23.7,NA,0.5,0.2,0.7,0.015,NA,-0.5,-2.4,-2.9,-0.5,"HOU","jalengreen"
"175",238,"Christian Wood",26,68,2094,19.1,0.595,0.383,0.378,5.7,30.4,18,12.2,1.2,2.8,11,23.3,NA,2.9,2,4.9,0.112,NA,2.1,-0.4,1.6,1.9,"HOU","christianwood"
"176",239,"Jae'Sean Tate",26,78,2056,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,NA,1.9,1.1,3,0.071,NA,-1.3,-0.5,-1.8,0.1,"HOU","jaeseantate"
"177",240,"Kevin Porter Jr.",21,61,1907,13.5,0.531,0.511,0.239,2.5,13,7.7,30.7,1.7,1,17.7,24.1,NA,0,0.8,0.8,0.021,NA,-0.1,-1.6,-1.6,0.2,"HOU","kevinporterjr"
"178",241,"Garrison Mathews",25,65,1712,11,0.602,0.837,0.39,2,10.2,6.1,5.3,1.6,1.3,7.1,14.4,NA,2.2,0.5,2.8,0.078,NA,-1.3,-1,-2.3,-0.1,"HOU","garrisonmathews"
"179",242,"Eric Gordon",33,57,1669,12.1,0.614,0.534,0.239,1,6.5,3.7,14.1,0.8,1,14.6,18.6,NA,1.5,-0.1,1.4,0.04,NA,-0.1,-2.2,-2.3,-0.1,"HOU","ericgordon"
"180",243,"Kenyon Martin Jr.",21,79,1656,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1,2.2,9.4,16.3,NA,2.3,0.6,2.9,0.084,NA,0,-1.2,-1.2,0.4,"HOU","kenyonmartinjr"
"181",244,"Alperen Şengün",19,72,1489,16,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22,NA,0.8,1.3,2.1,0.068,NA,-1.6,0.6,-1,0.4,"HOU","alperenengn"
"182",245,"Josh Christopher",20,74,1334,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,NA,-0.4,0.7,0.3,0.01,NA,-2.2,-1.3,-3.5,-0.5,"HOU","joshchristopher"
"183",247,"David Nwaba",29,46,609,15.3,0.567,0.278,0.381,7.4,20,13.6,8.5,2.2,2.9,9.3,15.8,NA,0.8,0.5,1.3,0.105,NA,-0.6,0,-0.6,0.2,"HOU","davidnwaba"
"184",251,"Daishen Nix",19,24,261,8.1,0.48,0.388,0.448,2.9,11,6.9,21.5,2.7,0,24.5,17.3,NA,-0.3,0.1,-0.2,-0.033,NA,-5.4,-1,-6.4,-0.3,"HOU","daishennix"
"185",252,"Usman Garuba",19,24,239,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2,4.1,11.3,9.4,NA,0.2,0.3,0.5,0.105,NA,-1.8,0.9,-0.9,0.1,"HOU","usmangaruba"
"186",255,"Trevelin Queen",24,10,74,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,NA,0.1,0.1,0.1,0.08,NA,2.7,-0.8,1.9,0.1,"HOU","trevelinqueen"
"187",257,"Oshae Brissett",23,67,1564,12.9,0.53,0.468,0.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,NA,1.4,0.9,2.2,0.069,NA,-0.5,-1.7,-2.2,-0.1,"IND","oshaebrissett"
"188",258,"Chris Duarte",24,55,1541,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,NA,0.2,0.7,0.9,0.029,NA,-1.2,-1.1,-2.3,-0.1,"IND","chrisduarte"
"189",260,"Myles Turner",25,42,1235,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,NA,1.7,1.4,3.1,0.12,NA,0.1,1.4,1.4,1.1,"IND","mylesturner"
"190",262,"Malcolm Brogdon",29,36,1206,18,0.557,0.343,0.308,3,14.3,8.6,26.9,1.2,1,11.1,24.6,NA,2.2,0.4,2.7,0.106,NA,2.8,-0.5,2.3,1.3,"IND","malcolmbrogdon"
"191",264,"Duane Washington Jr.",21,48,968,10.2,0.521,0.504,0.143,0.5,9.3,4.8,13,1.3,0.3,11.2,22.6,NA,-0.2,0.2,0,-0.002,NA,-1.9,-2.8,-4.8,-0.7,"IND","duanewashingtonjr"
"192",268,"Goga Bitadze",22,50,729,18,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5,13.6,19.9,NA,1.3,0.6,1.9,0.122,NA,-0.2,-0.6,-0.8,0.2,"IND","gogabitadze"
"193",269,"Terry Taylor",22,33,714,19,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1,1,8.7,15.9,NA,2.2,0.2,2.4,0.16,NA,2.2,-2.7,-0.6,0.3,"IND","terrytaylor"
"194",270,"T.J. McConnell",29,27,652,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,NA,1,0.4,1.3,0.098,NA,-0.4,1.4,0.9,0.5,"IND","tjmcconnell"
"195",272,"Keifer Sykes",28,32,566,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1,0.6,14.3,17.4,NA,-0.5,0.1,-0.5,-0.04,NA,-4.4,-2.5,-6.9,-0.7,"IND","keifersykes"
"196",274,"Isaiah Jackson",20,36,541,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14,22.5,NA,0.7,0.7,1.4,0.126,NA,-1.6,0.1,-1.5,0.1,"IND","isaiahjackson"
"197",279,"Gabe York",28,2,21,12.7,0.435,0.857,0.714,0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,NA,0,0,0,0.059,NA,-3.7,2.2,-1.5,0,"IND","gabeyork"
"198",281,"Nate Hinton",22,2,2,-45.2,0,0,0,0,0,0,0,0,0,50,42.8,NA,-0.1,0,-0.1,-1.231,NA,-28.1,-14.5,-42.6,0,"IND","natehinton"
"199",282,"DeJon Jarreau",24,1,1,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,-0.022,NA,-6.5,-1.5,-8,0,"IND","dejonjarreau"
"200",283,"Ahmad Caver",25,1,1,76.2,1,0,0,0,0,0,0,0,0,0,42.8,NA,0,0,0,1.204,NA,31,5.9,36.9,0,"IND","ahmadcaver"
"201",284,"Reggie Jackson",31,75,2337,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,NA,-1.7,2,0.4,0.008,NA,-1.4,-1.6,-3,-0.6,"LAC","reggiejackson"
"202",285,"Terance Mann",25,81,2317,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16,NA,3.1,2.4,5.5,0.113,NA,-0.8,0.2,-0.6,0.8,"LAC","terancemann"
"203",286,"Luke Kennard",25,70,1919,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,NA,2.8,1.7,4.5,0.113,NA,0.8,-0.3,0.5,1.2,"LAC","lukekennard"
"204",287,"Ivica Zubac",24,76,1852,19.2,0.66,0,0.459,12.8,23.7,18.4,9.8,1,3.5,16.1,16.8,NA,4.3,2.9,7.2,0.187,NA,-0.1,0.8,0.7,1.3,"LAC","ivicazubac"
"205",288,"Amir Coffey",24,69,1567,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,NA,2.3,1.5,3.8,0.116,NA,-0.3,0,-0.3,0.7,"LAC","amircoffey"
"206",289,"Marcus Morris",32,54,1564,13.7,0.549,0.398,0.214,1.8,14,8.1,11.3,0.9,1,8.4,23.2,NA,0.9,1.5,2.4,0.074,NA,-0.3,-1,-1.4,0.3,"LAC","marcusmorris"
"207",290,"Nicolas Batum",33,59,1462,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9,13.3,NA,1.6,2.1,3.7,0.123,NA,0.5,1.8,2.3,1.6,"LAC","nicolasbatum"
"208",291,"Eric Bledsoe",32,54,1361,12.5,0.514,0.348,0.25,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,NA,-0.5,1.8,1.3,0.047,NA,-2.1,1.3,-0.8,0.4,"LAC","ericbledsoe"
"209",292,"Isaiah Hartenstein",23,68,1216,22,0.664,0.082,0.361,10.5,18.2,14.5,20.5,2,5.4,16.5,18.4,NA,3.3,2.2,5.5,0.215,NA,1.4,3.1,4.5,2,"LAC","isaiahhartenstein"
"210",293,"Paul George",31,31,1077,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3,1,15.2,33.7,NA,-0.6,1.9,1.3,0.057,NA,1.8,1.9,3.7,1.6,"LAC","paulgeorge"
"211",294,"Brandon Boston Jr.",20,51,760,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8,22.4,NA,-0.5,0.9,0.4,0.026,NA,-3,-0.4,-3.3,-0.3,"LAC","brandonbostonjr"
"212",298,"Xavier Moon",27,10,137,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,NA,0.2,0.2,0.3,0.121,NA,-1.1,1,-0.1,0.1,"LAC","xaviermoon"
"213",302,"Jay Scrubb",21,18,121,9.3,0.486,0.457,0.217,1.8,11.9,7,9.7,1.6,2.1,12.2,20.8,NA,-0.1,0.1,0,0.002,NA,-4.4,-0.4,-4.8,-0.1,"LAC","jayscrubb"
"214",307,"Russell Westbrook",33,78,2678,15,0.512,0.215,0.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,NA,-0.6,2.3,1.7,0.03,NA,-0.7,-0.9,-1.6,0.2,"LAL","russellwestbrook"
"215",308,"Malik Monk",23,76,2139,14.4,0.597,0.535,0.142,1.9,11,6.4,15.2,1.4,1.2,12.2,20.1,NA,2.3,1.4,3.6,0.081,NA,0.5,-1,-0.5,0.8,"LAL","malikmonk"
"216",309,"LeBron James",37,56,2084,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,NA,5.2,2.3,7.5,0.172,NA,6.9,0.8,7.7,5.1,"LAL","lebronjames"
"217",310,"Carmelo Anthony",37,69,1793,14.8,0.579,0.549,0.22,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,NA,2.2,1.4,3.6,0.097,NA,0.4,-0.8,-0.5,0.7,"LAL","carmeloanthony"
"218",311,"Talen Horton-Tucker",21,60,1511,11,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,NA,-0.2,1.2,1.1,0.033,NA,-3.2,-0.2,-3.3,-0.5,"LAL","talenhortontucker"
"219",312,"Austin Reaves",23,61,1418,11.5,0.6,0.525,0.371,3.4,11.2,7.3,10.3,1,1.3,9.8,12.4,NA,2.1,0.8,2.9,0.097,NA,-1.3,-0.6,-1.9,0,"LAL","austinreaves"
"220",313,"Avery Bradley",31,62,1406,7.8,0.55,0.6,0.051,2.4,8,5.2,4.5,1.8,0.6,9.6,12.1,NA,0.3,0.9,1.2,0.04,NA,-3.5,-0.1,-3.6,-0.6,"LAL","averybradley"
"221",314,"Anthony Davis",28,40,1404,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,NA,2.6,2,4.5,0.155,NA,2.6,1.2,3.8,2,"LAL","anthonydavis"
"222",315,"Stanley Johnson",25,48,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,NA,0.9,0.9,1.8,0.079,NA,-2.8,0.1,-2.7,-0.2,"LAL","stanleyjohnson"
"223",316,"Dwight Howard",36,60,971,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5,1.7,3.3,14.2,14.6,NA,2.2,1.3,3.5,0.174,NA,-0.2,0,-0.2,0.4,"LAL","dwighthoward"
"224",317,"Wayne Ellington",34,43,810,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5,1.4,0.5,7.3,13.8,NA,0.6,0.4,1,0.062,NA,-0.7,-0.6,-1.4,0.1,"LAL","wayneellington"
"225",318,"Kent Bazemore",32,39,545,6,0.451,0.576,0.122,2.6,11,6.8,8.1,2.2,1.5,12.5,13.2,NA,-0.4,0.5,0.1,0.006,NA,-5.1,0.8,-4.3,-0.3,"LAL","kentbazemore"
"226",319,"Trevor Ariza",36,24,462,7,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11,NA,-0.2,0.4,0.2,0.02,NA,-3.3,-0.2,-3.4,-0.2,"LAL","trevorariza"
"227",325,"Mason Jones",23,4,51,17.8,0.625,0.267,1,2.1,18.9,10.5,10.9,1.9,0,4.4,19,NA,0.2,0,0.2,0.201,NA,-1.2,0.3,-0.9,0,"LAL","masonjones"
"228",326,"Darren Collison",34,3,37,-0.2,0.286,0.429,0,0,11.6,5.8,6.8,1.3,0,12.5,9.3,NA,-0.1,0,-0.1,-0.07,NA,-10,-0.9,-10.9,-0.1,"LAL","darrencollison"
"229",329,"Jay Huff",23,4,20,0.6,0,0.667,0,5.4,16.1,10.8,5.9,2.4,4.5,25,8.6,NA,-0.1,0,0,-0.117,NA,-8.3,0.9,-7.4,0,"LAL","jayhuff"
"230",330,"Sekou Doumbouya",21,2,16,40.7,0.717,0.25,0.5,13.5,26.8,20.2,0,9,11.1,17,31.6,NA,0,0.1,0.1,0.3,NA,8.8,10,18.8,0.1,"LAL","sekoudoumbouya"
"231",331,"Jemerrio Jones",26,2,15,14.8,0.667,0,0,14.4,7.1,10.8,0,3.2,0,0,8.6,NA,0,0,0.1,0.17,NA,-1.1,0.1,-1,0,"LAL","jemerriojones"
"232",332,"Desmond Bane",23,76,2266,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,NA,4.5,2.7,7.2,0.153,NA,2.5,0.3,2.7,2.7,"MEM","desmondbane"
"233",333,"Jaren Jackson Jr.",22,78,2126,17,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,NA,1.7,3.7,5.4,0.121,NA,-0.9,0.8,-0.1,1,"MEM","jarenjacksonjr"
"234",334,"Steven Adams",28,76,1999,17.6,0.56,0.003,0.518,17.9,22,19.9,16.1,1.6,2.7,19.6,12,NA,3.8,3,6.8,0.163,NA,1,1,2,2,"MEM","stevenadams"
"235",335,"Ja Morant",22,57,1889,24.4,0.575,0.218,0.353,4.2,14.1,9,34.1,1.7,1,12.6,33.7,NA,4.6,2.1,6.7,0.171,NA,6.2,-0.1,6.1,3.9,"MEM","jamorant"
"236",336,"De'Anthony Melton",23,73,1657,15.2,0.529,0.535,0.173,4,17.1,10.4,16,3,2.1,13,21.3,NA,0.9,2.8,3.7,0.107,NA,0.3,1.6,1.9,1.6,"MEM","deanthonymelton"
"237",337,"Tyus Jones",25,73,1549,16.5,0.544,0.371,0.12,1.1,11,5.9,28.2,2,0.1,7.3,16.6,NA,3.4,1.6,5.1,0.158,NA,1.2,0.5,1.7,1.4,"MEM","tyusjones"
"238",338,"Kyle Anderson",28,69,1484,14.4,0.506,0.232,0.224,4.8,21.6,13,16.2,2.5,2.7,12.1,16.2,NA,1,2.5,3.5,0.113,NA,-0.9,2.1,1.2,1.2,"MEM","kyleanderson"
"239",339,"Ziaire Williams",20,62,1346,9.7,0.559,0.571,0.13,2,8.2,5,6.3,1.2,0.8,8.4,14.9,NA,1.1,1.1,2.2,0.08,NA,-2.4,-0.6,-3,-0.3,"MEM","ziairewilliams"
"240",340,"John Konchar",25,72,1292,14,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,NA,2.4,1.8,4.2,0.155,NA,0.2,1.3,1.5,1.2,"MEM","johnkonchar"
"241",341,"Brandon Clarke",25,64,1246,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,NA,4.4,1.9,6.3,0.241,NA,3.1,1.1,4.2,2,"MEM","brandonclarke"
"242",342,"Dillon Brooks",26,32,885,15.5,0.515,0.283,0.202,3.4,8.8,6,15.4,1.9,0.8,8,28.8,NA,0.7,0.9,1.6,0.087,NA,-1,-0.8,-1.8,0,"MEM","dillonbrooks"
"243",343,"Xavier Tillman Sr.",23,53,701,15.1,0.51,0.227,0.329,9.6,14.5,12,11.6,3.3,1.9,12.1,16.4,NA,0.6,1.2,1.8,0.121,NA,-1.1,1.8,0.7,0.5,"MEM","xaviertillmansr"
"244",344,"Killian Tillie",23,36,461,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,NA,-0.1,0.6,0.6,0.058,NA,-3.8,1.1,-2.7,-0.1,"MEM","killiantillie"
"245",345,"Santi Aldama",21,32,360,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,NA,-0.1,0.4,0.3,0.044,NA,-4.2,-1.5,-5.7,-0.3,"MEM","santialdama"
"246",346,"Jarrett Culver",22,37,338,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13,2.8,1.3,11.8,20.6,NA,-0.4,0.5,0.1,0.012,NA,-5.7,0.3,-5.4,-0.3,"MEM","jarrettculver"
"247",347,"Yves Pons",22,12,71,5.9,0.385,0.563,0.125,7.2,10.6,8.8,1.7,0.7,5,5.6,10.3,NA,0,0.1,0,0.03,NA,-4.9,-1.7,-6.6,-0.1,"MEM","yvespons"
"248",348,"Sam Merrill",25,6,58,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9,0,0,7.2,19.6,NA,0,0,0,0.029,NA,-2.2,-3.4,-5.6,-0.1,"MEM","sammerrill"
"249",349,"Dakota Mathias",26,6,16,11,0.5,1,0,0,13.4,6.5,8,3,0,0,15.4,NA,0,0,0,0.114,NA,-1.4,1.7,0.3,0,"MEM","dakotamathias"
"250",350,"Shaq Buchanan",25,2,10,0.6,0.25,0.5,0,10.2,10.7,10.5,24.9,4.8,0,33.3,24.6,NA,-0.1,0,0,-0.23,NA,-11,0.3,-10.7,0,"MEM","shaqbuchanan"
"251",351,"DaQuan Jeffries",24,3,9,8.4,0.5,0.5,0,0,23.8,11.6,14,0,0,0,9.1,NA,0,0,0,0.099,NA,-5.8,0.9,-4.9,0,"MEM","daquanjeffries"
"252",353,"Jon Teske",24,3,8,1.5,0,0,2,0,26.8,13.1,13.8,6,0,0,9.6,NA,0,0,0,-0.08,NA,-8.5,3.7,-4.8,0,"MEM","jonteske"
"253",354,"Tyrell Terry",21,2,3,20,1,0,0,0,0,0,0,0,0,0,13.7,NA,0,0,0,0.222,NA,-3.4,2.5,-1,0,"MEM","tyrellterry"
"254",355,"Tyler Herro",22,66,2151,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,NA,1.3,2.4,3.8,0.084,NA,1.6,-0.9,0.7,1.5,"MIA","tylerherro"
"255",356,"Kyle Lowry",35,63,2133,15,0.6,0.609,0.278,1.8,13,7.5,32.3,1.6,0.8,19.3,18.2,NA,3.7,2.7,6.4,0.143,NA,1.1,0.8,2,2.1,"MIA","kylelowry"
"256",357,"Duncan Robinson",27,79,2043,10.6,0.573,0.86,0.084,1.4,9.8,5.6,9.3,1,0.7,7.4,17.7,NA,1.9,2,3.9,0.092,NA,-0.3,-0.3,-0.6,0.7,"MIA","duncanrobinson"
"257",358,"P.J. Tucker",36,71,1981,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,NA,2.4,2.6,5,0.121,NA,-0.8,1.4,0.6,1.3,"MIA","pjtucker"
"258",359,"Jimmy Butler",32,57,1931,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,NA,6.2,2.9,9.2,0.228,NA,4.5,1.9,6.3,4,"MIA","jimmybutler"
"259",360,"Bam Adebayo",24,56,1825,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25,NA,3.6,3.5,7.2,0.188,NA,1.7,2.1,3.8,2.7,"MIA","bamadebayo"
"260",361,"Gabe Vincent",25,68,1589,10.6,0.551,0.63,0.105,1.6,7.3,4.5,19.4,2,0.8,15.4,17.8,NA,0.7,1.9,2.5,0.076,NA,-1.9,0.5,-1.4,0.2,"MIA","gabevincent"
"261",362,"Max Strus",25,68,1587,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,NA,2,1.7,3.6,0.11,NA,1.4,-0.4,0.9,1.2,"MIA","maxstrus"
